Class ID,class,order,family,genus,species,image count,Geographical Spread,Role in Ecosystem,Size Distribution
183,Insecta,Coleoptera,Cantharidae,Cantharis,fusca,2044,"United Kingdom, Germany, Denmark, Sweden, France","Predator, Pollinator",12-18 mm
184,Insecta,Coleoptera,Cantharidae,Cantharis,rustica,3407,"United Kingdom, France, Germany, Poland, Italy",Predator,10-12 millimeters
185,Insecta,Coleoptera,Cantharidae,Cantharis,livida,2908,"United Kingdom, France, Germany, Poland, Scandinavia",Predator,Approximately 7-10 mm
186,Insecta,Coleoptera,Cantharidae,Chauliognathus,basalis,421,"Colorado, Nebraska, Kansas, Wyoming, South Dakota",Pollinator,10-15 mm
187,Insecta,Coleoptera,Cantharidae,Chauliognathus,marginatus,6778,"Eastern United States, Canada, Ontario, Quebec, Nova Scotia","Pollinator, Predator",12 to 25 mm
188,Insecta,Coleoptera,Cantharidae,Chauliognathus,pensylvanicus,9421,"Eastern United States, Midwest, Ontario, Quebec, Nova Scotia","Pollinator, Predator",12–20 mm
189,Insecta,Coleoptera,Cantharidae,Rhagonycha,fulva,12513,"United Kingdom, Sweden, Germany, Poland, France","Predator, Pollinator",8-10 mm
190,Insecta,Coleoptera,Carabidae,Calosoma,scrutator,1844,"United States, Canada, Mexico, Central America, Northern South America",Predator,25-35 millimeters
191,Insecta,Coleoptera,Carabidae,Carabus,nemoralis,4112,"Europe, North America, Caucasus, Asia Minor, Iran",Predator,20-30 millimeters
192,Insecta,Coleoptera,Carabidae,Carabus,coriaceus,1736,"Europe, Spain, France, Scandinavia, Russia, Caucasus",Predator,30-35 millimeters
193,Insecta,Coleoptera,Carabidae,Carabus,granulatus,1528,"Europe, North Asia, North America, Spain, France",Predator,20-30mm
194,Insecta,Coleoptera,Carabidae,Cicindela,scutellaris,444,"United States, Canada, North America, Mexico, Central America",Predator,13-15 mm
195,Insecta,Coleoptera,Carabidae,Cicindela,repanda,2917,"United States, Canada, Mexico, Costa Rica, Panama",Predator,12-15
196,Insecta,Coleoptera,Carabidae,Cicindela,punctulata,2966,"United States, Mexico, Southern Canada, Nevada, Kansas",Predator,Approximately 12-17 millimeters
197,Insecta,Coleoptera,Carabidae,Cicindela,aurulenta,232,"China, Japan, Korea, Mongolia, Russia",Predator,12-15 millimeters
198,Insecta,Coleoptera,Carabidae,Cicindela,purpurea,371,"United States, Canada, North Dakota, South Dakota, Nebraska",Predator,Approximately 12-17 millimeters
199,Insecta,Coleoptera,Carabidae,Cicindela,campestris,2591,"Europe, North America, Asia, Northern Africa, Ireland",Predator,10-14
200,Insecta,Coleoptera,Carabidae,Cicindela,formosa,397,"United States, Canada, North Dakota, South Dakota, Nebraska",Predator,Approximately 13-18 millimeters
201,Insecta,Coleoptera,Carabidae,Cicindela,tranquebarica,948,"United States, Canada, Mexico, Guatemala, Honduras",Predator,Approximately 10-14 millimeters
202,Insecta,Coleoptera,Carabidae,Cicindela,duodecimguttata,905,"United States, Canada, Mexico, Central America, Northern South America",Predator,10-14 millimeters
203,Insecta,Coleoptera,Carabidae,Cicindela,sexguttata,13202,"United States, Canada, Mexico, Honduras, Guatemala",Predator,Approximately 10-14 millimeters
204,Insecta,Coleoptera,Carabidae,Cicindela,longilabris,477,"Canada, United States, Alaska, Northern Europe, Russia",Predator,Approximately 12-15 millimeters
205,Insecta,Coleoptera,Carabidae,Cicindela,oregona,1372,"Oregon, California, Washington, Idaho, British Columbia",Predator,Approximately 13-15 millimeters
206,Insecta,Coleoptera,Carabidae,Cicindela,trifasciata,257,"United States, Canada, Mexico, Central America, Colombia",Predator,Approximately 10-14 millimeters
207,Insecta,Coleoptera,Carabidae,Cicindela,hirticollis,624,"United States, Mexico, Southern Canada, Nevada, Kansas",Predator,Approximately 12–17 millimeters
208,Insecta,Coleoptera,Carabidae,Cicindela,ocellata,700,"United States, Canada, North America, Mexico, Central America",Predator,13 to 15 mm
209,Insecta,Coleoptera,Carabidae,Cicindela,hybrida,999,"Europe, Russia, Central Asia, Mongolia, China",Predator,Approximately 10-15 mm
210,Insecta,Coleoptera,Carabidae,Harpalus,rufipes,789,"Europe, North Africa, North Asia, North America",Predator,Approximately 13-15 mm
211,Insecta,Coleoptera,Carabidae,Scaphinotus,angusticollis,1008,"Western United States, British Columbia, Pacific Northwest, Northern California, Oregon",Predator,Approximately 20-35 millimeters
212,Insecta,Coleoptera,Carabidae,Scarites,subterraneus,819,"United States, Canada, Mexico, Central America, Northern South America",Predator,20-30 millimeters
213,Insecta,Coleoptera,Carabidae,Tetracha,carolina,1097,"United States, Mexico, Brazil, Argentina, Uruguay",Predator,Approximately 20-30 millimeters
214,Insecta,Diptera,Cecidomyiidae,Asphondylia,auripila,1994,"Southwestern United States, Mexico",Pest,1-3 millimeters
215,Insecta,Diptera,Cecidomyiidae,Rabdophaga,strobiloides,2653,"North America, Northern Europe, Asia, Alaska, Canada",Pest,About 2 to 3 mm
216,Insecta,Diptera,Cecidomyiidae,Rhopalomyia,californica,1507,"California, Oregon, Washington, British Columbia, Nevada",Pest,Approximately 1-3 millimeters
217,Insecta,Diptera,Cecidomyiidae,Rhopalomyia,solidaginis,1498,"United States, Canada",Pest,2-3 mm
218,Insecta,Coleoptera,Cerambycidae,Agapanthia,villosoviridescens,1531,"Europe, North Africa, Anatolia, Caucasus, Iran",Decomposer,15-20 millimeters
219,Insecta,Coleoptera,Cerambycidae,Analeptura,lineola,744,"United States, Canada, Mexico, Central America, Northern South America",Pollinator,10-20 mm
220,Insecta,Coleoptera,Cerambycidae,Aromia,moschata,1612,"Europe, Russia, Northern Iran, China",Decomposer,25-37 mm
221,Insecta,Coleoptera,Cerambycidae,Cerambyx,scopolii,1021,"Southern and Central Europe, Russia, Western Asia, North Africa",Decomposer,35-55 millimeters
222,Insecta,Coleoptera,Cerambycidae,Clytus,arietis,1793,"Europe, Western Asia, North Africa",Pollinator,9-18 mm
223,Insecta,Coleoptera,Cerambycidae,Clytus,ruricola,584,"Northeastern United States, Southeastern Canada, Great Lakes region, Appalachian Mountains",Decomposer,12 to 25
224,Insecta,Coleoptera,Cerambycidae,Dendrobias,mandibularis,568,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
225,Insecta,Coleoptera,Cerambycidae,Desmocerus,palliatus,472,"United States, Canada",Pest,12-25 mm
226,Insecta,Coleoptera,Cerambycidae,Eburia,quadrigeminata,629,"United States, Canada, Mexico, Guatemala, Honduras",Pest,12-25
227,Insecta,Coleoptera,Cerambycidae,Elaphidion,mucronatum,492,"Eastern United States, Southeastern Canada, New York, Pennsylvania, North Carolina",Pest,12-25 mm
228,Insecta,Coleoptera,Cerambycidae,Graphisurus,fasciatus,600,"United States, Canada",Decomposer,13-25 mm
229,Insecta,Coleoptera,Cerambycidae,Knulliana,cincta,737,"Eastern United States, Ohio, Missouri, Texas, Florida, North Carolina",Decomposer,15-25 mm
230,Insecta,Coleoptera,Cerambycidae,Leptura,quadrifasciata,1778,"Europe, Russia, Caucasus, Kazakhstan",Decomposer,13-22 mm
231,Insecta,Coleoptera,Cerambycidae,Lepturobosca,chrysocoma,1025,"United States, Canada, Mexico, North America, Northern Hemisphere",Pollinator,20-25 millimeters
232,Insecta,Coleoptera,Cerambycidae,Mallodon,dasystomus,1296,"Southeastern United States, Mexico, Central America, Northern South America",Decomposer,Approximately 25-50 millimeters
233,Insecta,Coleoptera,Cerambycidae,Megacyllene,robiniae,4092,"Eastern United States, Canada, Nova Scotia, Georgia, Nebraska, Texas",Pest,12 to 25 mm
234,Insecta,Coleoptera,Cerambycidae,Monochamus,scutellatus,4875,"Canada, United States, Mexico, France, Finland",Pest,18-35 mm
235,Insecta,Coleoptera,Cerambycidae,Monochamus,notatus,1204,"Canada, United States",Pest,20 to 26 mm
236,Insecta,Coleoptera,Cerambycidae,Monochamus,clamator,496,"United States, Canada, Mexico, Honduras, Nicaragua",Pest,25-50 mm
237,Insecta,Coleoptera,Cerambycidae,Morimus,asper,884,"Southern Europe, Western Asia, North Africa",Decomposer,20-35 mm
238,Insecta,Coleoptera,Cerambycidae,Neoclytus,acuminatus,864,"United States, Canada, Mexico, Guatemala, Honduras",Pest,12-25 mm
239,Insecta,Coleoptera,Cerambycidae,Orthosoma,brunneum,1692,"United States, Canada, Mexico, Costa Rica, Guatemala",Decomposer,20-50 mm
240,Insecta,Coleoptera,Cerambycidae,Plectrodera,scalator,586,"United States, Canada, Mexico, Central America, Northern South America",Pest,24-40 mm
241,Insecta,Coleoptera,Cerambycidae,Prionoplus,reticularis,815,"New Zealand, Norfolk Island",Decomposer,60-80 millimeters
242,Insecta,Coleoptera,Cerambycidae,Prionus,imbricornis,510,"Eastern United States, Southeastern Canada, Northeastern Mexico, Georgia, Tennessee",Pest,25-70 mm
243,Insecta,Coleoptera,Cerambycidae,Prionus,coriarius,1441,"Europe, North Africa, Asia Minor, Caucasus",Decomposer,20-40 mm
244,Insecta,Coleoptera,Cerambycidae,Prionus,californicus,1196,"Washington, Oregon, California, Idaho, Nevada",Pest,50-70 millimeters
245,Insecta,Coleoptera,Cerambycidae,Prionus,laticollis,1478,"Eastern United States, Canada, Northeastern Mexico, Georgia, Tennessee",Pest,20-50 mm
246,Insecta,Coleoptera,Cerambycidae,Pseudovadonia,livida,1367,"United Kingdom, Ireland, France, Germany, Poland",Decomposer,6-9 mm
247,Insecta,Coleoptera,Cerambycidae,Rhagium,mordax,1181,"Sweden, Norway, Russia, Finland, Estonia",Decomposer,14 to 24 millimeters
248,Insecta,Coleoptera,Cerambycidae,Rhagium,inquisitor,1186,"Europe, Asia, North Africa",Pest,12-22 mm
249,Insecta,Coleoptera,Cerambycidae,Rosalia,funebris,507,"United States, Canada, Mexico, Guatemala, Honduras",Decomposer,20-35 mm
250,Insecta,Coleoptera,Cerambycidae,Rutpela,maculata,4318,"United Kingdom, France, Germany, Spain, Italy",Pollinator,15-30 millimeters
251,Insecta,Coleoptera,Cerambycidae,Sphaenothecus,bilineatus,417,"Mexico, Guatemala, Belize, Honduras, El Salvador",Decomposer,Approximately 25-30 millimeters
252,Insecta,Coleoptera,Cerambycidae,Stenurella,melanura,2919,"Europe, Turkey, Caucasus, Russia, Iran",Pollinator,10-15 mm
253,Insecta,Coleoptera,Cerambycidae,Stictoleptura,rubra,3649,"Europe, Russia, Asia Minor, Northern Iran",Decomposer,10-20 mm
254,Insecta,Coleoptera,Cerambycidae,Stictoleptura,canadensis,900,"Canada, United States, Alaska, Northern Michigan, Pennsylvania",Decomposer,14-24 mm
255,Insecta,Coleoptera,Cerambycidae,Strangalepta,abbreviata,905,Enter comma separated list of top 5 places where this insect is found,Decomposer,Enter size in millimeter when the insect is adult
256,Insecta,Coleoptera,Cerambycidae,Strangalia,luteicornis,788,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into: pest, predator, pollinator, parasitoid, decomposer, indicator species, invasive species",Enter size in millimeter when the insect is adult
257,Insecta,Coleoptera,Cerambycidae,Tetraopes,femoratus,840,"United States, particularly Midwestern states",Predator,Approximately 10-12 millimeters
258,Insecta,Coleoptera,Cerambycidae,Tetraopes,tetrophthalmus,10725,"United States, Canada, Northeastern Mexico, Midwest, Great Plains",Herbivore,Approximately 8-12 mm
259,Insecta,Coleoptera,Cerambycidae,Trichocnemis,spiculatus,485,"Western United States, British Columbia, Pacific Northwest, California, New Mexico",Decomposer,20-50 millimeters
260,Insecta,Coleoptera,Cerambycidae,Typocerus,velutinus,2808,"Eastern North America, Southeastern Canada, Northeastern United States, Midwestern United States, Southern United States",Decomposer,12-20 mm
261,Insecta,Coleoptera,Cerambycidae,Typocerus,zebra,624,"United States, Canada",Decomposer,Approximately 13-20 mm
262,Insecta,Coleoptera,Cerambycidae,Xylotrechus,colonus,816,"Eastern United States, Southeastern Canada, Mexico, Central America, Colombia",pest,12 to 25 mm
263,Insecta,Hemiptera,Cercopidae,Cercopis,vulnerata,3326,"United Kingdom, Germany, France, Poland, Italy",Pollinator,Approximately 9 to 12 millimeters
264,Insecta,Hemiptera,Cercopidae,Prosapia,bicincta,4540,"United States, Mexico, Central America, South America, Caribbean",Pest,5 to 8 mm
265,Insecta,Odonata,Chlorocyphidae,Heliocypha,perforata,355,"Malaysia, Singapore, Thailand, Indonesia, Brunei",Indicator species,About 45 millimeters
266,Insecta,Odonata,Chlorocyphidae,Libellago,lineata,329,"India, Sri Lanka, Myanmar, Thailand, Vietnam",Predator,Approximately 45-50 millimeters
267,Insecta,Hymenoptera,Chrysididae,Chrysis,angolensis,1498,Not specified,Parasitoid,6-12 mm
268,Insecta,Coleoptera,Chrysomelidae,Acalymma,vittatum,2109,"United States, Canada, Mexico, Central America, Northern South America",pest,5 to 7 millimeters
269,Insecta,Coleoptera,Chrysomelidae,Agelastica,alni,4343,"Europe, Asia, North Africa",Pest,6-8 mm
270,Insecta,Coleoptera,Chrysomelidae,Anomoea,laticlavia,436,"United States, Canada, Mexico, Guatemala, Honduras",Pest,6-8 mm
271,Insecta,Coleoptera,Chrysomelidae,Aspidimorpha,miliaris,808,"India, Indonesia, Malaysia, Thailand, Philippines",Pest,6-8 mm
272,Insecta,Coleoptera,Chrysomelidae,Cassida,rubiginosa,931,"Europe, North Africa, North America, New Zealand, Australia",Pest,6-8 mm
273,Insecta,Coleoptera,Chrysomelidae,Cerotoma,trifurcata,2286,"United States, Canada, Mexico, Central America, South America",Pest,Approximately 5 to 8 millimeters
274,Insecta,Coleoptera,Chrysomelidae,Charidotella,sexpunctata,1652,"United States, Canada, Mexico, Central America, South America",Pest,5 to 7 mm
275,Insecta,Coleoptera,Chrysomelidae,Chrysochus,auratus,4997,"United States, Canada",Pollinator,8-11 mm
276,Insecta,Coleoptera,Chrysomelidae,Chrysochus,cobaltinus,620,"United States, Canada, Mexico, Panama, Nicaragua",Herbivore,8 to 11 millimeters
277,Insecta,Coleoptera,Chrysomelidae,Chrysolina,fastuosa,1547,"Central Europe, Southern Europe, British Isles, Siberia, Caucasus",Herbivore,6 to 8
278,Insecta,Coleoptera,Chrysomelidae,Chrysolina,bankii,2942,"France, Spain, Portugal, Italy, Greece",Herbivore,5-8 mm
279,Insecta,Coleoptera,Chrysomelidae,Chrysolina,americana,2324,"United Kingdom, Italy, France, Spain, Greece",Pest,6-8 mm
280,Insecta,Coleoptera,Chrysomelidae,Chrysomela,populi,1715,"Europe, Central Asia, North Africa, North America",Pest,Approximately 6-8 mm
281,Insecta,Coleoptera,Chrysomelidae,Chrysomela,vigintipunctata,624,"Sweden, France, Poland, Germany, Netherlands",Pest,5-7 millimeters
282,Insecta,Coleoptera,Chrysomelidae,Chrysomela,scripta,768,"United States, Canada, Mexico, Costa Rica, Panama",Pest,5-8 mm
283,Insecta,Coleoptera,Chrysomelidae,Clytra,laeviuscula,1595,"Europe, Turkey, Caucasus, North Iran, Central Asia, Mongolia",Decomposer,7 to 11 mm
284,Insecta,Coleoptera,Chrysomelidae,Deloyala,guttata,1097,"United States, Mexico, Central America, South America, Caribbean",pest,5-7 millimeters
285,Insecta,Coleoptera,Chrysomelidae,Diabrotica,balteata,925,"Mexico, Central America, Southwestern United States, Florida, Texas",Pest,5-6.5 millimeters
286,Insecta,Coleoptera,Chrysomelidae,Diabrotica,undecimpunctata,16158,"United States, Mexico, Canada, Central America, Northern South America",Pest,Approximately 6 to 7 millimeters
287,Insecta,Coleoptera,Chrysomelidae,Disonycha,glabrata,787,"United States, Mexico, Central America, South America, and the Caribbean",Pest,4-6 mm
288,Insecta,Coleoptera,Chrysomelidae,Galeruca,tanaceti,1378,"Europe, Central Asia, Siberia, North Africa",Pest,7-10 mm
289,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,viridula,1375,"Europe, Asia, North America, Australia, New Zealand",pest,5-8 mm
290,Insecta,Coleoptera,Chrysomelidae,Helocassis,clavata,1028,"Europe, Asia Minor, Caucasus, Siberia, North Africa",Pest,5-7 mm
291,Insecta,Coleoptera,Chrysomelidae,Labidomera,clivicollis,6578,"United States, Mexico, Southern Canada, Nevada, Florida",Herbivore,8-11 mm
292,Insecta,Coleoptera,Chrysomelidae,Lema,daturaphila,904,"United States, Mexico, Central America, South America, and the Caribbean",Pest,Approximately 6 to 7 mm
293,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,juncta,2233,"Northeastern United States, Southeastern United States, Mid-Atlantic States, Midwest States, Eastern Canada",Herbivore,7-12 millimeters
294,Insecta,Coleoptera,Chrysomelidae,Leptinotarsa,decemlineata,4024,"United States, Canada, Europe, Asia, Oceania",Pest,8.5 to 11 millimeters
295,Insecta,Coleoptera,Chrysomelidae,Lilioceris,lilii,2238,"Europe, North America, Asia, United Kingdom, Canada",Pest,6-8 millimeters
296,Insecta,Coleoptera,Chrysomelidae,Omophoita,cyanipennis,373,"Central America, South America, Southeast Asia, Florida, Hawaii",Pest,Approximately 5-8 mm
297,Insecta,Coleoptera,Chrysomelidae,Ophraella,communa,484,"North America, China, Japan, Southeast Asia, Europe",Pest,Approximately 2.5 to 3.5 mm
298,Insecta,Coleoptera,Chrysomelidae,Plagiodera,versicolora,953,"Europe, North America, Asia, Australia, New Zealand",Pest,4-6 mm
299,Insecta,Coleoptera,Chrysomelidae,Timarcha,tenebricosa,1119,"United Kingdom, France, Portugal, Spain, Italy",Herbivore,20-26 millimeters
300,Insecta,Coleoptera,Chrysomelidae,Trachymela,sloanei,880,"Australia, Tasmania, New South Wales, Victoria, Queensland",Pest,5-8 mm
301,Insecta,Coleoptera,Chrysomelidae,Xanthogaleruca,luteola,1480,"Europe, North America, Asia, Australia, New Zealand",Pest,6-8 mm
302,Insecta,Coleoptera,Chrysomelidae,Zygogramma,signatipennis,494,Enter comma separated list of top 5 places where this insect is found,Pest,Enter size in millimeter when the insect is adult
303,Insecta,Neuroptera,Chrysopidae,Chrysopa,oculata,2851,"United States, Canada, Northern Mexico, Europe, Asia",Predator,Approximately 10-12 mm
304,Insecta,Hemiptera,Cicadellidae,Cicadella,viridis,2243,"Europe, North Africa, Central Asia, Southwestern Asia",Pest,Approximately 6-8 millimeters
